"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
6461,-118.05,34.1,36,1606,318,889,294,4.7931,272600,"INLAND"
3259,-122.89,39.42,16,411,114,26,19,0.4999,73500,"INLAND"
1982,-120.84,38.63,12,1313,231,731,232,5.7373,208300,"INLAND"
13631,-117.33,34.08,37,2267,405,1175,403,3.75,95200,"INLAND"
3050,-119.38,35.49,34,2304,437,1506,403,2.2071,64600,"INLAND"
16484,-121.14,38.16,14,2591,497,1371,479,3.5774,113900,"INLAND"
13385,-117.6,34.11,18,6025,1062,3360,1028,4.8889,155700,"INLAND"
17909,-121.97,37.35,36,815,126,353,122,6.3191,258300,"<1H OCEAN"
2134,-119.7,36.8,31,1746,321,1186,360,2.6932,66400,"INLAND"
31,-122.28,37.84,49,1916,447,863,378,1.9274,122300,"NEAR BAY"
15734,-122.44,37.78,52,1118,279,514,284,2.4196,346200,"NEAR BAY"
16066,-122.48,37.75,49,2203,407,1052,405,4.4375,329200,"NEAR BAY"
3385,-118.28,34.24,32,2542,526,1278,493,4.45,263600,"<1H OCEAN"
8370,-118.34,33.98,47,2649,684,2374,607,2.3882,137700,"<1H OCEAN"
4927,-118.25,34,29,1419,363,1696,317,2.2813,101300,"<1H OCEAN"
14461,-117.27,32.85,34,2105,444,780,406,2.3187,488900,"NEAR OCEAN"
1523,-122.07,37.91,33,1550,277,638,254,3.6833,292500,"NEAR BAY"
20221,-119.27,34.28,52,2239,420,941,397,4.125,349000,"NEAR OCEAN"
10949,-117.87,33.75,14,5526,1916,6799,1796,2.6561,144400,"<1H OCEAN"
3056,-119.33,35.6,32,2703,683,2682,675,1.4619,60500,"INLAND"
14823,-117.12,32.66,52,16,4,8,3,1.125,60000,"NEAR OCEAN"
15723,-122.46,37.78,47,1682,379,837,375,5.2806,4e+05,"NEAR BAY"
7454,-118.17,33.92,36,2447,503,1532,498,4.3667,171800,"<1H OCEAN"
13177,-117.75,34.01,4,22128,3522,10450,3258,6.1287,289600,"<1H OCEAN"
12136,-117.22,33.9,8,8302,1461,5155,1370,4.0467,121500,"INLAND"
374,-122.16,37.75,44,617,131,378,135,2.5568,111100,"NEAR BAY"
6434,-118.01,34.12,32,1937,332,922,340,3.94,278400,"INLAND"
18360,-122.09,37.35,37,1795,285,791,261,7.5794,500001,"NEAR BAY"
656,-122.14,37.71,27,3094,866,1364,789,2.6101,181700,"NEAR BAY"
12596,-121.49,38.54,37,1655,393,841,355,1.6932,78400,"INLAND"
11266,-117.98,33.79,35,2356,478,1659,480,4.1115,179700,"<1H OCEAN"
5861,-118.33,34.18,49,1969,377,977,367,3.8462,231300,"<1H OCEAN"
2043,-119.69,36.74,23,2097,385,911,405,3.5128,121600,"INLAND"
4083,-118.38,34.16,42,2358,546,1065,523,3.1289,320600,"<1H OCEAN"
14818,-117.19,32.69,35,2921,438,1042,415,6.3612,482700,"NEAR OCEAN"
7367,-118.21,33.96,38,2090,519,1871,504,2.4688,169000,"<1H OCEAN"
10575,-117.7,33.72,6,211,51,125,44,1.9659,500001,"<1H OCEAN"
18168,-122.03,37.35,19,3811,1227,1930,1153,3.5154,311400,"<1H OCEAN"
7355,-118.15,33.96,33,1471,451,2272,482,2.5385,160900,"<1H OCEAN"
9550,-120.84,37.43,32,2892,521,1580,484,3.7784,164500,"INLAND"
1956,-120.76,38.76,21,3509,606,1576,564,2.6392,148500,"INLAND"
15287,-117.32,33.15,15,13245,2212,5495,2060,5.4904,262100,"NEAR OCEAN"
1620,-122.12,37.82,26,2269,317,918,313,6.6657,364500,"NEAR BAY"
14113,-117.11,32.74,25,2846,644,2272,632,2.2,98700,"NEAR OCEAN"
12630,-121.49,38.49,26,1557,301,986,300,2.6613,77700,"INLAND"
7750,-118.15,33.92,36,1890,400,1232,386,4.375,184200,"<1H OCEAN"
7344,-118.14,33.96,38,590,139,620,132,2.1731,143800,"<1H OCEAN"
13304,-117.62,34.08,30,1372,235,1047,225,3.1597,116300,"INLAND"
2355,-119.69,36.79,5,2613,476,1490,481,4.0993,83000,"INLAND"
17483,-119.81,34.44,23,3172,588,1467,559,4.6806,288900,"NEAR OCEAN"
1903,-119.98,38.9,16,3109,572,885,334,3.5,134700,"INLAND"
12199,-117.25,33.65,10,1652,316,725,233,3.5125,155600,"<1H OCEAN"
6188,-117.91,34.1,35,2746,478,1779,501,4.25,166700,"<1H OCEAN"
13145,-121.56,38.26,43,1906,327,996,314,2.9744,136800,"INLAND"
18983,-122.01,38.26,12,4132,710,2087,633,4.5987,139700,"INLAND"
5982,-117.74,34.1,29,2742,488,2477,532,3.5072,121900,"INLAND"
15261,-117.27,33.03,16,2240,443,1104,416,3.5313,148700,"NEAR OCEAN"
19883,-119.24,36.33,9,3289,621,1866,631,3.1599,95000,"INLAND"
9990,-121.07,39.15,15,6828,1319,3002,1318,2.4726,143400,"INLAND"
17318,-120.2,34.61,15,2958,690,1348,617,3.8582,215200,"NEAR OCEAN"
10375,-117.66,33.63,16,3299,610,1967,604,5.5085,223300,"<1H OCEAN"
4330,-118.31,34.08,30,1390,457,1460,423,2.2422,254500,"<1H OCEAN"
2091,-119.78,36.76,47,1425,323,949,325,1.7344,51300,"INLAND"
15968,-122.4,37.72,40,1948,413,1434,396,3.0313,219100,"NEAR BAY"
8441,-118.36,33.91,41,2048,439,1191,429,3.8,222500,"<1H OCEAN"
20168,-119.27,34.44,22,3527,711,1483,640,2.7019,234700,"<1H OCEAN"
9157,-118.51,34.43,15,8510,1258,3733,1233,6.1082,253700,"<1H OCEAN"
2384,-119.43,36.63,25,1784,312,904,303,3.625,107600,"INLAND"
5245,-118.43,34.11,27,10806,1440,3511,1352,12.7296,500001,"<1H OCEAN"
6139,-117.97,34.08,30,2227,474,1961,481,3.3261,164100,"INLAND"
16563,-121.43,37.78,24,807,174,585,166,2.6181,163500,"INLAND"
11353,-117.92,33.75,23,893,223,1149,216,2.6442,156300,"<1H OCEAN"
2778,-115.73,33.36,19,749,238,476,169,1.7727,50000,"INLAND"
912,-122.01,37.54,32,2572,406,1128,395,5,287600,"NEAR BAY"
20113,-119.93,37.85,18,473,115,88,41,4.0833,137500,"INLAND"
8863,-118.39,34.06,52,1213,194,503,194,8.0095,500001,"<1H OCEAN"
14326,-117.16,32.72,52,788,463,805,391,0.9142,162500,"NEAR OCEAN"
17316,-120.18,34.62,25,1337,219,671,225,3.1912,226400,"NEAR OCEAN"
8021,-118.11,33.84,37,1588,272,692,245,4.8594,220300,"<1H OCEAN"
12860,-121.39,38.67,35,562,174,240,106,0.9338,112500,"INLAND"
9305,-122.54,38,28,3416,826,1694,800,3.18,277000,"NEAR BAY"
12362,-116.48,33.84,5,5480,1371,1050,485,1.7204,137500,"INLAND"
19679,-121.62,39.16,16,2037,464,1267,451,2.4556,97100,"INLAND"
12338,-116.52,33.84,17,4465,859,853,445,3.6875,130400,"INLAND"
7964,-118.19,33.86,42,1999,431,1060,399,3.7031,167100,"<1H OCEAN"
16248,-121.27,37.98,43,1005,200,492,172,2.6812,72800,"INLAND"
16557,-121.29,37.8,6,110,26,69,24,3.7292,475000,"INLAND"
9513,-123.21,39.15,52,1370,258,617,228,2.55,112900,"<1H OCEAN"
11855,-120.46,39.83,18,3406,673,1567,617,2.2717,75900,"INLAND"
14437,-117.24,32.8,28,1072,331,692,321,2.1357,187500,"NEAR OCEAN"
8521,-118.33,33.9,21,6603,1984,5546,1745,2.6091,163900,"<1H OCEAN"
3039,-119.11,35.38,37,2044,394,894,359,2.9453,82800,"INLAND"
1634,-122.22,37.88,20,95,13,31,15,2.4444,475000,"NEAR BAY"
14729,-117.02,32.8,29,1232,243,665,247,3.65,168900,"<1H OCEAN"
3761,-118.36,34.18,31,1109,354,1119,334,2.3056,2e+05,"<1H OCEAN"
3771,-118.43,34.16,41,2050,478,850,490,3.4208,343400,"<1H OCEAN"
15155,-117.03,33,6,6139,793,2693,770,7.7569,387400,"<1H OCEAN"
14892,-117.08,32.62,16,5192,1381,3261,1321,2.2685,151900,"NEAR OCEAN"
16108,-122.5,37.75,44,1739,343,872,330,2.9632,286300,"NEAR OCEAN"
2468,-119.83,36.54,31,1732,332,979,294,2.5208,60000,"INLAND"
11185,-117.95,33.82,29,2929,640,1618,584,3.6875,213200,"<1H OCEAN"
20431,-118.84,34.21,16,4975,949,2537,971,5.2361,224700,"<1H OCEAN"
13902,-116.56,34.06,15,6928,1529,2568,1075,2.5405,69600,"INLAND"
3220,-119.67,36.33,19,1241,244,850,237,2.9375,81700,"INLAND"
6038,-117.73,34.06,51,498,115,368,112,1.4063,98800,"INLAND"
6386,-118.06,34.16,46,1467,298,816,267,3.6705,286500,"INLAND"
18015,-121.96,37.27,22,6114,1211,2983,1163,5.2533,269100,"<1H OCEAN"
1171,-121.58,39.51,24,1865,372,1087,385,1.6389,56700,"INLAND"
15233,-117.21,33.02,26,3194,454,1032,406,10.156,500001,"NEAR OCEAN"
14493,-117.19,32.86,18,4231,728,2030,720,6.1805,272400,"NEAR OCEAN"
3534,-118.54,34.26,23,4960,592,1929,586,10.9052,500001,"<1H OCEAN"
12313,-116.48,33.61,8,1294,272,457,199,2.9167,115300,"INLAND"
1873,-119.93,38.94,27,1709,408,97,44,2.4917,2e+05,"INLAND"
2427,-119.5,36.62,34,1440,267,1018,265,2.2206,63400,"INLAND"
16812,-122.42,37.66,26,3253,932,2246,855,2.6631,244000,"NEAR OCEAN"
14156,-117.07,32.77,38,3779,614,1495,614,4.3529,184000,"NEAR OCEAN"
3183,-119.79,36.31,25,4984,1029,2414,961,2.2937,72300,"INLAND"
5898,-118.32,34.16,46,2345,453,1031,427,4.3173,278300,"<1H OCEAN"
15630,-122.4,37.81,12,1349,349,536,334,7.7852,250000,"NEAR BAY"
6621,-118.12,34.17,37,2705,676,1551,608,2.2692,225000,"INLAND"
20309,-119.13,34.19,16,6389,1330,6242,1340,4.0222,206800,"NEAR OCEAN"
19913,-119.31,36.32,23,2945,592,1419,532,2.5733,88800,"INLAND"
4997,-118.3,33.99,47,2212,533,1903,554,1.9853,101100,"<1H OCEAN"
19468,-120.97,37.68,9,1114,172,529,174,4.7159,163700,"INLAND"
7844,-118.18,33.9,32,778,227,933,209,2.7292,143800,"<1H OCEAN"
19947,-119.35,36.22,32,1290,304,852,309,1.4429,54600,"INLAND"
4433,-118.2,34.08,49,1320,309,1405,328,2.4375,114000,"<1H OCEAN"
18388,-121.89,37.23,16,3574,466,1503,487,8.1988,355900,"<1H OCEAN"
14061,-117.12,32.75,37,2344,546,1134,513,2.4394,118300,"NEAR OCEAN"
3559,-118.57,34.25,34,5098,778,2239,778,5.6149,273100,"<1H OCEAN"
325,-122.19,37.73,44,1066,253,825,244,2.1538,79700,"NEAR BAY"
18520,-122.04,36.97,30,2695,424,1098,420,5.3972,362300,"NEAR OCEAN"
4417,-118.26,34.08,50,1791,660,2183,675,1.7945,166700,"<1H OCEAN"
12115,-117.23,33.94,7,13195,2696,6763,2437,3.5851,142000,"INLAND"
8793,-118.45,33.8,31,4803,575,1490,577,11.9993,500001,"NEAR OCEAN"
16006,-122.45,37.74,52,1596,276,642,273,4.375,349500,"NEAR BAY"
18387,-121.83,37.21,14,2714,361,1259,375,7.7738,387500,"<1H OCEAN"
11869,-121.09,40.3,15,1717,336,501,206,3.6477,113400,"INLAND"
5366,-118.39,34.04,45,2089,312,834,305,7.3028,500001,"<1H OCEAN"
5724,-118.23,34.18,45,2332,NA,943,339,8.1132,446600,"<1H OCEAN"
4331,-118.31,34.08,31,2275,823,2189,720,1.7542,287500,"<1H OCEAN"
18717,-122.4,40.62,9,4794,889,2162,865,3.1439,103100,"INLAND"
13268,-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000,"INLAND"
1889,-119.98,38.92,28,1408,312,522,221,2.0708,89600,"INLAND"
4401,-118.28,34.08,39,3162,896,1934,818,2.875,213500,"<1H OCEAN"
12906,-121.33,38.61,21,2453,518,1326,505,2.7079,148000,"INLAND"
436,-122.3,37.88,45,453,146,749,137,1.475,187500,"NEAR BAY"
3517,-118.48,34.25,36,1951,395,1040,375,5.1619,195300,"<1H OCEAN"
9883,-121.79,36.68,22,6912,1513,3794,1455,3.0608,168300,"<1H OCEAN"
15692,-122.44,37.79,52,1335,151,402,157,10.8783,500001,"NEAR BAY"
1259,-121.63,38.03,17,2549,596,1169,500,3.6694,209400,"INLAND"
17547,-121.87,37.34,39,2479,541,1990,506,2.4306,289100,"<1H OCEAN"
16604,-120.69,35.62,35,3451,713,1550,653,2.9167,161700,"<1H OCEAN"
9670,-119.3,38.26,19,3325,660,750,286,2.9509,114800,"INLAND"
6718,-118.15,34.13,50,2443,494,947,451,4.7344,314700,"<1H OCEAN"
18753,-122.42,40.63,23,2248,489,1132,444,1.6429,80400,"INLAND"
12099,-117.34,33.96,15,6437,1298,2805,1205,4.1883,184500,"INLAND"
4684,-118.36,34.08,52,2373,601,1135,576,3.1765,225000,"<1H OCEAN"
6644,-118.14,34.16,30,2598,757,2869,769,2.1377,142300,"<1H OCEAN"
3491,-118.46,34.28,23,1663,302,1242,283,5.5931,217600,"<1H OCEAN"
3899,-118.51,34.2,37,2066,434,1031,414,4.0924,188400,"<1H OCEAN"
14868,-117.09,32.64,20,1999,651,1302,592,1.6321,57500,"NEAR OCEAN"
18461,-121.8,37.26,16,1868,285,995,284,5.9053,260500,"<1H OCEAN"
15556,-117.08,33.12,33,674,208,565,188,1.875,114300,"<1H OCEAN"
8596,-118.38,33.88,33,1313,244,561,217,5.2999,359400,"<1H OCEAN"
12196,-117.28,33.66,15,4573,928,2513,832,2.6949,163600,"<1H OCEAN"
17529,-121.89,37.33,6,1495,552,1087,557,2.8798,225000,"<1H OCEAN"
4479,-118.17,34.07,19,2150,544,1510,467,3.4952,150000,"<1H OCEAN"
7709,-118.14,33.95,44,1812,338,822,314,6.7744,294100,"<1H OCEAN"
5943,-117.88,34.14,23,2308,322,1001,317,7.5112,355500,"INLAND"
564,-122.24,37.75,45,891,NA,384,146,4.9489,247100,"NEAR BAY"
17738,-121.79,37.31,22,2199,361,1270,386,5.1149,235700,"<1H OCEAN"
2387,-119.49,37.1,24,2532,555,1564,507,2.3359,92400,"INLAND"
906,-121.99,37.54,18,3584,715,1673,661,3.9444,240100,"<1H OCEAN"
16067,-122.48,37.75,48,2555,548,1285,482,3.7734,314700,"NEAR BAY"
19705,-121.64,39.11,18,3212,542,1817,508,3.3793,92900,"INLAND"
15381,-117.34,33.46,14,1902,338,848,304,5.5395,273300,"<1H OCEAN"
13061,-121.28,38.6,17,1671,378,848,351,3.1194,112500,"INLAND"
12578,-121.43,38.53,36,2430,426,1199,437,3.1667,81900,"INLAND"
13768,-117.12,34.04,25,2495,438,1071,405,4.8173,146600,"INLAND"
12994,-121.25,38.69,17,3050,481,1490,489,4.5562,134500,"INLAND"
6266,-117.94,34.05,34,1729,324,1341,324,3.7708,163500,"<1H OCEAN"
7779,-118.08,33.91,30,3259,942,2744,895,2.8608,165600,"<1H OCEAN"
10047,-120.99,39.22,16,1497,275,737,243,2.8942,182500,"INLAND"
3459,-118.44,34.31,22,3182,822,2661,746,2.7472,160100,"<1H OCEAN"
19435,-121.03,37.65,37,375,58,120,37,3.9844,150000,"INLAND"
7242,-118.12,34,31,3281,768,2385,733,2.7308,173800,"<1H OCEAN"
19176,-122.65,38.37,15,1848,280,786,282,5.7204,344100,"<1H OCEAN"
9606,-120.46,37.31,35,2042,378,953,356,2.7344,87800,"INLAND"
18019,-121.95,37.25,30,3298,634,1532,602,5.0863,332000,"<1H OCEAN"
2440,-119.61,36.59,10,2842,620,1443,576,2.2727,92700,"INLAND"
15882,-122.41,37.75,9,1282,334,1176,305,2.6538,206300,"NEAR BAY"
8181,-118.11,33.81,37,1694,280,776,271,6.2187,257900,"<1H OCEAN"
11498,-118.07,33.67,13,5126,711,2429,718,9.5268,437900,"NEAR OCEAN"
6739,-118.08,34.12,41,1598,280,807,282,5.5067,325000,"<1H OCEAN"
3401,-118.35,34.28,30,3214,513,1700,533,4.6944,248200,"<1H OCEAN"
3533,-118.53,34.27,33,1927,305,896,293,5.634,320500,"<1H OCEAN"
15902,-122.41,37.74,34,1403,262,839,255,4.7031,255200,"NEAR BAY"
6212,-117.89,34.07,35,834,137,392,123,4.5179,218800,"<1H OCEAN"
18724,-122.34,40.63,10,2183,369,1061,325,3.6853,151600,"INLAND"
5396,-118.37,34.04,25,542,161,442,131,2.25,333300,"<1H OCEAN"
15255,-117.27,33.02,13,5723,1242,2450,1140,4.7179,376700,"NEAR OCEAN"
7619,-118.23,33.84,25,1106,207,888,216,5.3307,207000,"<1H OCEAN"
13338,-117.68,34.04,27,574,103,321,103,3.9107,186500,"INLAND"
2672,-115.73,33.09,27,452,103,258,61,2.9,87500,"INLAND"
3437,-118.41,34.26,38,870,205,1065,222,2.5313,136100,"<1H OCEAN"
10920,-117.86,33.74,34,2254,630,2984,625,2.5,162500,"<1H OCEAN"
3112,-117.68,35.62,30,2994,741,1481,581,2.1458,52400,"INLAND"
14911,-117.05,32.61,31,4033,715,2585,715,3.5096,139900,"NEAR OCEAN"
12606,-121.49,38.51,18,700,169,260,128,2.9219,152900,"INLAND"
7717,-118.12,33.94,33,2394,576,1166,548,2.7317,264700,"<1H OCEAN"
19164,-122.67,38.33,4,8072,1606,4323,1475,3.9518,220300,"<1H OCEAN"
13373,-117.51,34.14,21,2455,381,1094,327,4.6437,191700,"INLAND"
3086,-118.5,35.7,18,3303,814,986,522,1.5957,101400,"INLAND"
6336,-117.96,33.99,25,2799,388,1348,389,6.2517,311100,"<1H OCEAN"
14902,-117.06,32.61,24,4369,1353,3123,1247,2.0571,152300,"NEAR OCEAN"
7555,-118.19,33.91,43,1531,357,1509,376,2.6354,128100,"<1H OCEAN"
1591,-122.1,37.93,20,10212,1424,4083,1374,8.039,382200,"NEAR BAY"
10015,-121.18,39.25,9,3415,562,1208,479,4.3646,185900,"INLAND"
2893,-119,35.37,41,303,78,216,80,2.2212,55500,"INLAND"
3249,-119.82,36.19,33,1293,272,694,229,2.0221,52200,"INLAND"
11916,-117.4,33.95,46,2189,423,866,389,3.1384,111500,"INLAND"
5653,-118.29,33.73,21,2492,711,1699,672,2.1382,242300,"NEAR OCEAN"
6430,-118,34.12,37,1340,325,928,333,3.9219,175000,"INLAND"
19267,-122.72,38.44,52,188,62,301,72,0.9437,129200,"<1H OCEAN"
10872,-117.91,33.72,32,2436,504,2839,516,4.5607,182100,"<1H OCEAN"
15996,-122.46,37.75,52,1590,236,622,232,5.8151,500001,"NEAR BAY"
18779,-122.25,40.42,17,1429,265,692,245,2.8611,98700,"INLAND"
1298,-121.82,37.98,13,3995,605,1969,607,5.0164,165200,"INLAND"
16068,-122.48,37.75,52,2074,401,1136,409,4.7703,331000,"NEAR BAY"
11318,-117.97,33.77,22,2244,575,1543,533,2.6618,179600,"<1H OCEAN"
6553,-118.07,34.17,34,4062,597,1525,566,7.8588,454800,"INLAND"
8519,-118.32,33.89,44,1300,252,695,249,5.1669,220600,"<1H OCEAN"
5294,-118.43,34.07,38,3251,656,1251,593,7.7382,500001,"<1H OCEAN"
5867,-118.35,34.19,45,903,190,557,204,4.0313,209100,"<1H OCEAN"
5165,-118.29,33.95,40,2808,695,2357,627,1.9655,102300,"<1H OCEAN"
16492,-121.05,37.93,17,2474,480,1649,453,3.275,156500,"INLAND"
2892,-118.98,35.39,32,2620,682,2375,684,1.2618,46900,"INLAND"
3261,-122.91,39.18,43,89,18,86,27,2.0208,72500,"INLAND"
9174,-118.61,34.31,4,1949,458,868,398,5.0151,285200,"<1H OCEAN"
18665,-121.96,37,20,3847,727,1725,737,3.3447,305200,"NEAR OCEAN"
17991,-121.95,37.28,52,777,148,362,144,4.0208,262500,"<1H OCEAN"
1515,-122.06,37.9,25,5869,1685,2669,1554,2.6998,216100,"NEAR BAY"
8712,-118.36,33.85,36,1390,230,683,219,4.8906,334400,"<1H OCEAN"
4883,-118.26,34.02,38,980,285,1308,310,1.5652,123100,"<1H OCEAN"
1651,-121.96,37.95,25,4026,791,1850,709,4.1483,181200,"INLAND"
12291,-116.97,33.94,29,3197,632,1722,603,3.0432,91200,"INLAND"
10929,-117.9,33.75,28,1346,291,1575,278,3.425,159500,"<1H OCEAN"
12496,-121.48,38.58,52,2501,757,1081,708,1.5872,157500,"INLAND"
518,-122.23,37.82,52,1611,203,556,179,8.7477,500001,"NEAR BAY"
4304,-118.3,34.09,29,3245,1190,3906,1102,2.1927,253300,"<1H OCEAN"
1122,-121.58,39.79,19,2636,523,1184,465,2.7863,108600,"INLAND"
6058,-117.78,34.03,8,32054,5290,15507,5050,6.0191,253900,"<1H OCEAN"
7037,-118.08,33.96,35,2104,399,1659,387,4.0096,165000,"<1H OCEAN"
12509,-121.45,38.57,52,3994,635,1295,625,5.1169,232500,"INLAND"
10281,-117.81,33.88,19,2968,503,1430,459,5.3339,371700,"<1H OCEAN"
2762,-116.05,33.33,17,290,94,135,57,1.7292,81300,"INLAND"
6116,-117.9,34.12,33,1788,456,1787,361,2.6629,124100,"<1H OCEAN"
10380,-117.64,33.65,4,6842,1512,3256,1439,5.4132,216600,"<1H OCEAN"
17746,-121.76,37.3,6,3526,559,1378,491,6.1463,335500,"<1H OCEAN"
2924,-119.03,35.36,41,2551,594,1342,595,1.9671,76800,"INLAND"
16013,-122.47,37.74,52,2055,265,735,252,8.1189,500001,"NEAR BAY"
13258,-117.65,34.11,28,2788,370,1140,385,5.3368,233500,"INLAND"
11983,-117.47,33.98,8,12106,1913,5810,1717,4.9886,158100,"INLAND"
5910,-118.43,34.29,38,1237,298,1073,293,3.6726,154600,"<1H OCEAN"
15098,-116.94,32.82,35,1737,285,826,294,3.2411,159200,"<1H OCEAN"
11728,-120.02,39.24,22,2309,571,919,342,3.0057,93600,"INLAND"
552,-122.26,37.77,52,1704,371,663,340,4.226,275000,"NEAR BAY"
6375,-118.02,34.17,32,3868,548,1558,528,9.4667,500001,"INLAND"
11867,-121.08,40.19,11,919,199,69,43,1.6944,137500,"INLAND"
3867,-118.46,34.17,24,2814,675,1463,620,4.1875,309300,"<1H OCEAN"
7004,-118.05,33.98,34,2142,390,1305,406,4.0379,172800,"<1H OCEAN"
3184,-119.77,36.3,24,2202,471,1052,439,2.1038,62000,"INLAND"
12681,-121.39,38.55,25,2171,431,1053,422,3.5278,126200,"INLAND"
4974,-118.28,34,42,1534,417,1295,380,2.0938,119200,"<1H OCEAN"
2321,-119.7,36.81,32,2623,528,1570,492,2.7159,68000,"INLAND"
4001,-118.63,34.18,33,5252,760,2041,730,6.7977,389700,"<1H OCEAN"
8976,-118.41,34.01,43,2000,529,1290,514,4.7031,302500,"<1H OCEAN"
17060,-122.24,37.48,47,2423,407,1010,407,6.2154,362700,"NEAR OCEAN"
17584,-121.93,37.3,16,2111,485,1285,499,5.0477,292500,"<1H OCEAN"
14716,-117.05,32.8,25,1905,250,865,253,6.4797,249000,"<1H OCEAN"
177,-122.24,37.8,52,1586,398,1006,335,2.1348,140600,"NEAR BAY"
3751,-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300,"<1H OCEAN"
23,-122.27,37.84,52,2436,541,1015,478,1.725,113900,"NEAR BAY"
4332,-118.32,34.08,46,2038,534,1250,525,2.4196,358100,"<1H OCEAN"
5224,-118.24,33.95,37,441,125,390,98,1.6513,90200,"<1H OCEAN"
8695,-118.33,33.86,38,1059,218,561,205,4,248600,"<1H OCEAN"
8722,-118.36,33.83,36,1660,300,943,300,5.1984,353600,"<1H OCEAN"
17440,-120.45,34.63,32,1840,309,828,333,4.5486,172400,"NEAR OCEAN"
16010,-122.45,37.74,38,5688,930,2263,908,6.203,346800,"NEAR BAY"
12343,-116.53,33.84,28,8399,1839,3470,1340,2.5885,159000,"INLAND"
11795,-121.18,38.83,15,4488,859,2114,805,2.9484,124400,"INLAND"
8489,-118.31,33.9,28,1576,400,891,378,2.6312,171300,"<1H OCEAN"
15018,-117.05,32.78,37,1184,178,529,192,4.7941,161700,"<1H OCEAN"
8839,-118.38,34.08,30,4524,1312,1910,1243,2.8889,335300,"<1H OCEAN"
8375,-118.35,33.96,26,2773,681,1560,631,3.1354,164300,"<1H OCEAN"
6707,-118.14,34.14,17,3404,1011,1694,949,2.9511,282300,"<1H OCEAN"
8564,-118.41,33.92,29,1436,401,674,343,3.6389,275000,"<1H OCEAN"
18876,-122.22,38.07,4,15654,2394,7025,2168,5.8171,225200,"NEAR BAY"
5339,-118.45,34.04,21,2819,648,1435,593,3.9489,360200,"<1H OCEAN"
15132,-116.92,32.86,11,2204,518,1472,497,2.3693,127000,"<1H OCEAN"
3675,-118.39,34.22,35,1790,334,1277,345,5.0818,186800,"<1H OCEAN"
1968,-120.63,38.75,17,3145,621,1432,559,2.7201,117500,"INLAND"
4360,-118.37,34.08,22,3008,938,1224,816,3.2149,3e+05,"<1H OCEAN"
8019,-118.1,33.84,36,2572,421,1318,434,5.1836,219700,"<1H OCEAN"
2419,-119.46,36.6,18,1404,226,754,229,3.9844,118100,"INLAND"
17027,-122.27,37.51,36,1406,224,598,237,5.8964,414800,"NEAR OCEAN"
8920,-118.47,34.02,35,3057,774,2223,732,2.0745,332500,"<1H OCEAN"
16272,-121.25,37.94,30,1509,308,967,278,1.7798,65900,"INLAND"
18730,-122.36,40.55,21,2500,466,1428,502,2.6513,113300,"INLAND"
15612,-116.89,32.67,9,2652,393,1355,362,6.2578,293100,"<1H OCEAN"
20131,-118.92,34.4,23,1290,283,1060,279,3.3152,198000,"<1H OCEAN"
20594,-121.58,39.16,36,1206,197,537,204,3.3611,79800,"INLAND"
1417,-122.04,38,16,3077,733,1447,709,3.2484,91100,"NEAR BAY"
10810,-117.94,33.64,18,1867,426,871,399,2.6221,272000,"<1H OCEAN"
6674,-118.11,34.15,26,2193,558,1186,559,3.6474,184100,"<1H OCEAN"
14203,-117.01,32.7,25,2321,398,1434,386,3.5341,120800,"NEAR OCEAN"
8362,-118.33,33.96,42,1686,361,737,319,2.3,189200,"<1H OCEAN"
19349,-122.85,38.62,16,4418,704,1908,697,4.5913,244600,"<1H OCEAN"
5096,-118.3,33.97,44,1521,289,1074,285,2.0673,99800,"<1H OCEAN"
3681,-118.42,34.22,34,3004,589,1938,568,4.1857,198600,"<1H OCEAN"
16382,-121.3,38.02,4,1515,384,491,348,2.8523,87500,"INLAND"
11583,-118.03,33.76,32,2980,494,1370,481,5.0866,223500,"<1H OCEAN"
2622,-124.05,40.94,14,1452,217,516,181,5.0329,165600,"NEAR OCEAN"
11928,-117.37,33.95,32,2215,351,771,311,4.3542,142600,"INLAND"
3057,-119.35,35.59,14,2719,502,1497,457,3.176,71800,"INLAND"
17601,-121.9,37.3,52,1456,269,582,277,5.036,296600,"<1H OCEAN"
1988,-119.81,36.73,47,1314,416,1155,326,1.372,49600,"INLAND"
19573,-120.94,37.58,19,1549,369,770,370,2.0493,99500,"INLAND"
380,-122.17,37.75,37,1379,287,835,259,2.4962,91800,"NEAR BAY"
11767,-121.27,38.75,21,4812,1117,1985,1045,2.5083,128500,"INLAND"
9243,-120.07,36.98,12,1790,379,1399,397,2.5388,59600,"INLAND"
19083,-122.48,38.31,19,2398,521,1266,471,2.7727,186800,"<1H OCEAN"
9148,-118.5,34.52,3,6577,1056,3032,1004,5.9263,251800,"INLAND"
14322,-117.15,32.71,52,402,183,557,172,1.3125,87500,"NEAR OCEAN"
15855,-122.43,37.73,52,1142,224,494,206,5.0602,298900,"NEAR BAY"
8948,-118.45,34.02,45,1230,201,565,219,6.3521,493400,"<1H OCEAN"
6794,-118.14,34.09,28,4164,1127,2934,1014,2.7483,218800,"<1H OCEAN"
411,-122.28,37.9,52,2261,328,819,335,4.9083,346800,"NEAR BAY"
